Sorteo,Fecha,B1,B2,B3,B4,B5,B6,Plus
3498,2022-09-10,02,04,06,10,20,22,01
3499,2022-09-14,01,02,04,15,21,38,03
3500,2022-09-17,00,21,34,38,40,41,03
3501,2022-09-21,00,12,24,26,30,36,02
3502,2022-09-24,09,11,26,27,34,37,06
3503,2022-09-27,11,18,19,39,41,44,04
3504,2022-09-30,03,12,17,20,22,34,09
3505,2022-10-04,10,19,23,25,28,37,03
3506,2022-10-07,01,12,16,24,37,43,00
3507,2022-10-11,05,08,10,18,26,36,01
3508,2022-10-15,08,09,12,17,26,38,05
3509,2022-10-18,04,15,17,31,38,39,02
3510,2022-10-21,05,12,33,36,38,40,02
3511,2022-10-24,18,19,31,32,33,40,00
3512,2022-10-27,00,04,09,19,38,43,07
3513,2022-10-31,22,23,32,33,37,40,08
3514,2022-11-04,00,02,24,31,40,43,00
3515,2022-11-07,02,12,31,36,38,43,09
3516,2022-11-11,05,07,18,26,34,43,02
3517,2022-11-14,06,16,18,23,28,42,07
3518,2022-11-17,02,08,28,34,35,36,05
3519,2022-11-21,01,08,23,27,35,37,02
3520,2022-11-25,17,21,30,40,41,42,08
3521,2022-11-29,04,17,27,30,32,40,08
3522,2022-12-02,08,19,21,22,38,43,05
3523,2022-12-06,00,04,24,27,30,41,05
3524,2022-12-10,00,07,15,22,37,42,07
3525,2022-12-13,12,20,31,34,35,38,00
3526,2022-12-17,12,14,28,32,34,37,04
3527,2022-12-20,01,03,17,18,27,43,07
3528,2022-12-23,06,08,19,27,28,39,07
3529,2022-12-26,04,10,16,39,40,44,08
3530,2022-12-30,13,19,22,37,38,39,07
3531,2023-01-03,02,06,17,30,32,36,01
3532,2023-01-07,14,18,23,27,40,44,01
3533,2023-01-11,04,18,29,30,33,38,03
3534,2023-01-15,13,20,25,28,32,41,03
3535,2023-01-19,04,16,19,32,37,42,04
3536,2023-01-22,05,08,09,12,17,32,06
3537,2023-01-26,00,03,20,24,28,34,02
3538,2023-01-30,02,10,13,20,40,43,04
3539,2023-02-03,14,15,24,25,28,36,00
3540,2023-02-06,00,03,15,16,29,36,02
3541,2023-02-09,04,05,14,18,21,27,06
3542,2023-02-13,10,11,25,32,33,39,02
3543,2023-02-16,02,08,20,28,29,33,01
3544,2023-02-19,03,13,14,17,18,31,04
3545,2023-02-22,08,12,21,28,32,41,05
3546,2023-02-26,01,07,17,18,40,45,03
3547,2023-03-01,03,06,07,17,22,23,05
3548,2023-03-05,02,13,19,24,30,37,04
3549,2023-03-09,01,14,18,19,28,36,05
3550,2023-03-12,09,14,17,28,32,38,04
3551,2023-03-15,09,14,28,37,38,39,02
3552,2023-03-19,22,24,28,32,35,41,03
3553,2023-03-22,13,23,26,27,30,45,05
3554,2023-03-25,13,18,34,35,36,42,08
3555,2023-03-28,03,04,16,41,42,43,06
3556,2023-03-31,05,11,16,26,30,36,01
3557,2023-04-03,25,29,32,36,42,44,03
3558,2023-04-06,04,05,18,20,29,32,06
3559,2023-04-09,06,10,16,29,31,42,09
3560,2023-04-12,02,08,13,25,31,42,02
3561,2023-04-15,04,15,18,24,38,42,01
3562,2023-04-18,02,04,13,14,31,35,02
3563,2023-04-22,08,17,25,29,33,37,06
3564,2023-04-26,06,17,28,36,40,44,01
3565,2023-04-30,05,06,18,28,37,39,01
3566,2023-05-04,11,17,19,30,34,43,07
3567,2023-05-07,06,11,14,30,34,43,00
3568,2023-05-10,09,14,25,32,37,40,06
3569,2023-05-13,11,20,23,28,37,43,09
3570,2023-05-17,20,22,28,32,41,44,09
3571,2023-05-21,08,13,19,22,34,42,05
3572,2023-05-25,07,12,26,32,36,43,01
3573,2023-05-28,00,04,16,19,26,40,09
3574,2023-06-01,00,04,12,16,19,33,09
3575,2023-06-05,00,05,19,30,37,45,08
3576,2023-06-09,12,16,20,22,28,36,08
3577,2023-06-13,12,21,23,30,33,35,04
3578,2023-06-16,00,04,07,09,14,25,01
3579,2023-06-19,02,16,19,21,35,38,09
3580,2023-06-22,12,16,17,18,24,30,08
3581,2023-06-26,02,13,14,36,38,45,01
3582,2023-06-30,04,15,27,36,38,44,05
3583,2023-07-03,02,06,08,10,20,34,03
3584,2023-07-07,13,14,17,27,32,44,02
3585,2023-07-11,02,03,08,11,17,36,01
3586,2023-07-15,05,24,31,36,38,39,09
3587,2023-07-19,09,17,32,35,40,42,02
3588,2023-07-23,04,07,09,20,32,42,09
3589,2023-07-27,12,19,24,27,29,39,07
3590,2023-07-30,14,29,32,35,41,45,09
3591,2023-08-02,00,01,22,24,34,45,08
3592,2023-08-06,02,20,25,31,34,43,06
3593,2023-08-09,00,03,12,25,28,35,09
3594,2023-08-12,01,11,23,37,41,42,05
3595,2023-08-15,03,04,08,15,28,39,05
3596,2023-08-19,02,14,16,20,23,25,08
3597,2023-08-23,04,08,10,29,32,42,08
3598,2023-08-27,01,16,27,32,33,35,03
3599,2023-08-30,03,08,16,22,31,37,09
3600,2023-09-03,01,20,27,33,35,40,07
3601,2023-09-06,02,10,13,23,26,28,02
3602,2023-09-10,17,25,32,33,39,44,00
3603,2023-09-14,00,07,13,17,29,44,02
3604,2023-09-17,02,11,27,30,33,35,01
3605,2023-09-20,03,09,14,16,29,34,05
3606,2023-09-23,01,12,13,16,27,37,02
3607,2023-09-27,04,09,13,17,33,41,09
3608,2023-10-01,16,25,28,30,32,35,00
3609,2023-10-04,02,14,15,31,32,44,09
3610,2023-10-08,06,08,09,40,41,43,07
3611,2023-10-11,11,12,14,25,29,39,03
3612,2023-10-14,00,07,08,17,21,41,00
3613,2023-10-17,05,06,13,28,35,36,04
3614,2023-10-21,11,20,28,30,37,40,03
3615,2023-10-24,00,03,06,20,22,29,07
3616,2023-10-28,05,17,23,29,38,39,03
3617,2023-11-01,00,11,19,27,31,43,01
3618,2023-11-05,04,12,13,25,34,41,08
3619,2023-11-08,02,18,31,32,34,36,00
3620,2023-11-11,03,10,15,33,41,43,03
3621,2023-11-14,12,17,22,23,35,38,01
3622,2023-11-17,04,05,14,19,21,29,01
3623,2023-11-20,04,08,15,19,35,42,03
3624,2023-11-24,10,24,30,32,37,44,09
3625,2023-11-27,06,12,15,30,31,42,04
3626,2023-12-01,03,11,14,27,42,43,09
3627,2023-12-05,04,12,13,15,32,44,08
3628,2023-12-08,05,09,12,24,35,39,04
3629,2023-12-12,07,10,16,29,32,43,07
3630,2023-12-15,04,06,14,16,22,33,02
3631,2023-12-19,13,16,17,18,22,41,06
3632,2023-12-23,11,12,25,29,32,45,06
3633,2023-12-27,08,21,26,33,36,43,07
3634,2023-12-31,12,13,21,28,31,39,02
3635,2024-01-04,01,10,25,34,37,41,03
3636,2024-01-08,08,19,29,31,32,37,02
3637,2024-01-11,10,15,23,25,36,37,05
3638,2024-01-14,14,15,21,24,32,38,02
3639,2024-01-17,05,17,26,31,42,43,00
3640,2024-01-21,11,13,14,27,34,37,03
3641,2024-01-25,00,06,13,30,39,43,08
3642,2024-01-29,00,08,09,12,30,45,06
3643,2024-02-02,02,13,19,23,33,45,09
3644,2024-02-06,21,27,28,34,37,45,07
3645,2024-02-09,13,26,31,32,36,42,01
3646,2024-02-13,00,06,13,30,37,45,09
3647,2024-02-17,05,10,31,33,36,38,07
3648,2024-02-21,09,20,28,33,35,43,01
3649,2024-02-24,01,07,17,19,36,40,03
3650,2024-02-28,07,17,21,22,27,38,09
3651,2024-03-03,03,09,18,28,31,34,09
3652,2024-03-07,07,21,22,23,27,31,09
3653,2024-03-11,04,12,20,27,37,38,08
3654,2024-03-14,00,02,14,31,39,42,08
3655,2024-03-18,05,12,13,17,20,43,00
3656,2024-03-22,00,14,20,21,23,32,07
3657,2024-03-25,03,23,25,30,34,38,02
3658,2024-03-29,04,12,19,21,32,40,05
3659,2024-04-01,09,10,20,22,25,28,03
3660,2024-04-05,15,16,25,35,36,39,08
3661,2024-04-08,03,07,21,40,42,43,02
3662,2024-04-12,07,09,16,17,24,40,08
3663,2024-04-16,02,05,09,18,27,43,06
3664,2024-04-20,03,04,16,23,28,38,09
3665,2024-04-24,00,07,13,36,41,45,01
3666,2024-04-27,01,17,20,24,35,38,09
3667,2024-04-30,01,05,14,16,17,18,02
3668,2024-05-04,01,03,08,09,39,42,01
3669,2024-05-07,01,03,06,17,24,25,07
3670,2024-05-11,08,11,26,27,28,36,08
3671,2024-05-15,02,06,20,22,29,31,08
3672,2024-05-18,05,08,22,24,26,34,03
3673,2024-05-22,02,06,18,19,27,28,00
3674,2024-05-26,01,13,16,29,41,45,05
3675,2024-05-29,05,10,21,34,42,45,01
3676,2024-06-02,02,05,20,28,34,36,02
3677,2024-06-05,02,04,13,26,30,38,09
3678,2024-06-09,07,10,11,29,37,38,02
3679,2024-06-13,04,06,12,13,15,44,00
3680,2024-06-16,00,01,02,08,26,27,00
3681,2024-06-20,02,13,22,32,41,43,01
3682,2024-06-23,07,15,17,22,25,33,03
3683,2024-06-26,00,04,18,21,24,43,09
3684,2024-06-30,08,15,18,29,32,38,00
3685,2024-07-03,04,13,21,23,40,41,01
3686,2024-07-07,06,07,13,18,29,40,03
3687,2024-07-11,06,17,28,33,37,39,09
3688,2024-07-14,04,07,26,31,33,34,07
3689,2024-07-17,05,23,24,29,30,32,02
3690,2024-07-21,11,24,27,28,42,45,01
3691,2024-07-25,13,16,22,25,30,34,02
3692,2024-07-29,04,07,21,26,29,32,01
3693,2024-08-01,02,05,17,20,33,40,01
3694,2024-08-05,00,08,09,35,43,45,00
3695,2024-08-08,02,06,22,23,25,40,00
3696,2024-08-12,01,22,24,26,38,41,09
3697,2024-08-16,01,03,04,15,22,32,02
3698,2024-08-19,18,31,33,34,36,40,06
3699,2024-08-23,02,17,20,39,40,43,09
3700,2024-08-27,09,16,17,37,40,41,06
3701,2024-08-31,00,03,09,13,39,42,01
3702,2024-09-04,04,07,12,13,15,38,06
3703,2024-09-07,07,19,26,31,41,42,00
3704,2024-09-10,12,22,24,35,42,45,01
3705,2024-09-13,05,07,28,31,36,41,09
3706,2024-09-16,01,30,32,33,39,41,00
3707,2024-09-19,14,15,17,20,38,43,00
3708,2024-09-22,11,13,16,21,24,28,09
3709,2024-09-25,06,07,08,23,24,37,08
3710,2024-09-28,09,11,14,21,28,36,00
3711,2024-10-02,15,17,20,35,40,45,01
3712,2024-10-05,09,10,14,27,31,36,04
3713,2024-10-09,10,11,25,37,39,42,06
3714,2024-10-12,23,29,30,35,41,43,04
3715,2024-10-15,04,09,10,15,42,45,07
3716,2024-10-19,07,12,28,30,33,44,07
3717,2024-10-22,02,05,13,26,30,32,03
3718,2024-10-26,02,10,29,33,38,42,01
3719,2024-10-29,02,04,16,19,29,38,08
3720,2024-11-01,12,14,15,23,25,27,04
3721,2024-11-04,03,13,17,28,33,44,06
3722,2024-11-08,10,23,25,26,28,31,04
3723,2024-11-11,12,19,21,28,32,36,00
3724,2024-11-14,01,05,09,21,30,38,09
3725,2024-11-17,18,21,28,32,34,43,09
3726,2024-11-21,01,02,12,23,26,27,06
3727,2024-11-24,07,13,19,21,23,44,00
3728,2024-11-28,02,05,22,29,31,44,09
3729,2024-12-01,04,09,11,34,40,45,00
3730,2024-12-04,16,21,31,38,39,41,04
3731,2024-12-07,11,12,13,16,39,44,05
3732,2024-12-11,02,05,13,26,28,36,01
3733,2024-12-14,02,13,27,28,31,41,07
3734,2024-12-17,13,14,21,34,38,39,09
3735,2024-12-20,14,17,23,35,40,44,08
3736,2024-12-23,08,12,14,18,24,28,00
3737,2024-12-26,00,03,16,22,32,36,07
3738,2024-12-30,13,14,25,26,27,37,06
3739,2025-01-02,02,03,06,13,22,40,01
3740,2025-01-05,04,18,19,32,35,40,06
3741,2025-01-09,05,10,29,38,42,44,03
3742,2025-01-13,00,06,15,22,25,36,04
3743,2025-01-17,05,11,13,19,25,43,04
3744,2025-01-20,16,24,29,35,38,39,00
3745,2025-01-23,03,07,10,16,23,27,00
3746,2025-01-27,04,06,11,13,27,37,08
3747,2025-01-31,03,22,27,34,35,44,01
3748,2025-02-03,04,17,39,40,43,44,03
3749,2025-02-06,03,04,14,24,27,29,07
3750,2025-02-09,01,07,26,32,33,36,08
3751,2025-02-13,05,14,16,24,28,30,03
3752,2025-02-16,00,09,24,25,26,35,01
3753,2025-02-19,07,09,13,17,23,35,00
3754,2025-02-22,01,04,18,25,36,37,04
3755,2025-02-26,08,09,15,21,24,34,04
3756,2025-03-01,03,08,09,15,29,43,01
3757,2025-03-05,02,06,07,10,38,42,02
3758,2025-03-08,03,05,31,35,39,42,09
3759,2025-03-11,00,14,15,18,27,42,02
3760,2025-03-15,02,03,04,05,11,44,01
3761,2025-03-19,10,27,31,32,36,41,00
3762,2025-03-23,04,05,06,16,30,43,05
3763,2025-03-26,09,17,22,28,40,44,07
3764,2025-03-30,00,02,11,12,15,20,07
3765,2025-04-02,08,10,15,19,20,36,01
3766,2025-04-06,01,15,18,38,39,43,05
3767,2025-04-09,02,03,10,19,20,40,00
3768,2025-04-12,06,15,21,25,37,39,05
3769,2025-04-16,12,19,28,32,42,43,03
3770,2025-04-20,02,05,29,39,42,45,05
3771,2025-04-24,01,02,24,32,33,38,02
3772,2025-04-28,06,08,15,25,26,38,02
3773,2025-05-01,00,02,07,13,17,35,09
3774,2025-05-04,07,08,27,31,38,41,00
3775,2025-05-07,01,14,21,24,32,42,02
3776,2025-05-10,09,20,25,35,38,42,01
3777,2025-05-13,08,16,23,28,34,41,04
3778,2025-05-16,08,14,17,28,33,41,07
3779,2025-05-19,04,23,32,36,37,45,09
3780,2025-05-22,09,15,30,34,37,43,06
3781,2025-05-25,09,27,31,32,37,42,00
3782,2025-05-29,01,13,21,33,34,36,01
3783,2025-06-02,02,09,11,20,31,41,06
3784,2025-06-05,23,24,31,34,35,40,09
3785,2025-06-08,00,16,19,30,38,42,01
3786,2025-06-12,07,12,18,23,36,38,07
3787,2025-06-15,06,13,19,28,31,41,01
3788,2025-06-19,05,14,18,24,40,42,07
3789,2025-06-22,12,14,15,19,27,37,08
3790,2025-06-26,05,06,12,23,35,38,01
3791,2025-06-30,08,26,30,37,39,41,04
3792,2025-07-04,10,14,16,18,24,30,03
3793,2025-07-07,07,09,14,15,31,41,03
3794,2025-07-10,01,06,23,31,34,37,00
3795,2025-07-13,07,20,24,29,34,43,08
3796,2025-07-16,01,12,13,18,29,30,02
3797,2025-07-20,01,11,20,22,38,42,08
3798,2025-07-23,17,27,29,30,32,35,02
3799,2025-07-27,06,07,26,28,29,40,00
3800,2025-07-30,15,16,18,30,37,41,08
3801,2025-08-02,12,13,18,19,29,39,04
3802,2025-08-05,07,17,21,23,29,31,09
3803,2025-08-09,06,29,35,37,42,44,01
3804,2025-08-12,06,09,12,16,19,32,02
3805,2025-08-16,01,10,16,18,21,39,05
3806,2025-08-19,00,06,20,21,44,45,05
3807,2025-08-22,04,06,11,12,15,26,07
3808,2025-08-25,19,23,29,30,36,43,06
3809,2025-08-28,03,13,29,33,41,42,06
3810,2025-09-01,02,03,28,39,40,45,09
3811,2025-09-04,01,11,16,26,27,30,05
3812,2025-09-08,02,12,14,15,25,43,07
3813,2025-09-11,21,25,30,42,43,45,09
3814,2025-09-14,00,21,24,31,38,39,07
3815,2025-09-18,04,05,19,32,42,44,09
3816,2025-09-22,12,31,38,39,40,44,07
3817,2025-09-25,03,20,22,23,31,37,06
3818,2025-09-29,10,18,25,26,36,41,05
3819,2025-10-02,00,01,03,29,35,38,05
3820,2025-10-06,03,20,22,23,26,39,04
3821,2025-10-10,16,18,30,39,40,42,07
3822,2025-10-14,05,16,26,28,35,43,03
3823,2025-10-18,09,13,23,26,31,38,06
3824,2025-10-21,10,23,34,38,39,43,00
3825,2025-10-24,02,03,15,18,22,24,02
3826,2025-10-28,07,21,28,30,33,39,02
3827,2025-10-31,03,06,24,26,30,35,04
3828,2025-11-04,03,05,25,34,43,45,02
3829,2025-11-07,01,12,14,27,29,43,00
3830,2025-11-11,04,08,19,21,35,43,02
3831,2025-11-14,03,07,08,11,14,24,09
3832,2025-11-17,04,07,16,17,37,40,07
3833,2025-11-20,07,08,09,13,19,26,09
3834,2025-11-24,05,25,27,29,35,42,06
3835,2025-11-27,00,04,13,14,15,27,05
3836,2025-12-01,05,08,10,19,22,34,00
3837,2025-12-05,00,04,08,34,36,45,00
3838,2025-12-09,09,12,20,28,29,30,09
3839,2025-12-12,02,11,16,32,41,44,02
3840,2025-12-15,01,29,37,38,43,45,02
3841,2025-12-18,00,02,16,25,31,45,06
3842,2025-12-21,00,14,19,27,32,34,02
3843,2025-12-25,01,07,15,20,37,39,00
3844,2025-12-28,03,10,27,41,43,45,09
3845,2026-01-01,03,04,15,29,30,39,02
3846,2026-01-05,02,05,13,15,38,39,09
3847,2026-01-09,11,22,26,27,36,45,05
3848,2026-01-12,01,11,13,33,37,38,08
3849,2026-01-16,05,24,26,27,33,42,01
3850,2026-01-20,14,15,18,25,29,43,07
3851,2026-01-23,07,08,11,15,37,39,00
3852,2026-01-26,08,19,21,34,44,45,00
3853,2026-01-30,00,03,16,29,30,44,05
3854,2026-02-02,00,03,22,26,31,35,03
3855,2026-02-06,00,05,18,24,29,39,02
3856,2026-02-09,06,10,15,18,25,36,01
3857,2026-02-12,11,13,33,36,39,45,01
3858,2026-02-15,11,17,18,24,29,45,02
3859,2026-02-19,02,18,22,29,35,36,08
3860,2026-02-22,03,07,22,26,43,44,03
3861,2026-02-25,00,02,09,29,41,43,08
3862,2026-02-28,00,02,13,21,30,42,05
3863,2026-03-04,01,10,13,19,39,45,08
3864,2026-03-07,05,20,31,33,38,42,01
3865,2026-03-14,02,04,11,18,34,42,05
3866,2026-03-18,01,15,22,23,30,45,02
3867,2026-03-21,08,12,19,25,33,40,09
3868,2026-03-25,05,09,10,14,29,38,01
3869,2026-03-28,03,07,17,21,36,44,06
3870,2026-04-01,14,18,24,28,31,41,08
3871,2026-04-04,06,13,20,27,39,43,04
3872,2026-04-08,00,08,15,22,35,45,07
3873,2026-04-11,04,11,16,26,32,37,03
3874,2026-04-15,02,12,14,29,33,42,09
3875,2026-04-18,07,08,13,23,29,45,03
3876,2026-04-22,04,10,21,28,33,35,09
3877,2026-04-25,23,26,27,31,35,39,02
3878,2026-04-29,02,12,21,30,41,43,07
3879,2026-05-02,23,31,32,34,40,42,00
3880,2026-05-06,02,20,23,27,38,41,06
3881,2026-05-09,21,22,23,27,31,33,06
3882,2026-05-13,01,10,19,22,32,41,06
